wavelength,relativeIntensity
471.5,0.914596272
472.0,0.913043475
472.5,0.911490679
473.0,0.909937882
473.5,0.908385086
474.0,0.90683229
474.5,0.905279493
475.0,0.903726697
475.5,0.902173901
476.0,0.900621104
476.5,0.899068308
477.0,0.897515512
477.5,0.895962715
478.0,0.894409919
478.5,0.892857122
479.0,0.891304326
479.5,0.88975153
480.0,0.888198733
480.5,0.88447203
481.0,0.880745327
481.5,0.877018625
482.0,0.873291922
482.5,0.869565219
483.0,0.865838516
483.5,0.862111813
484.0,0.85838511
484.5,0.854658407
485.0,0.850931704
485.5,0.847204995
486.0,0.843478286
486.5,0.839751577
487.0,0.836024868
487.5,0.83229816
488.0,0.828571451
488.5,0.824844742
489.0,0.821118033
489.5,0.817391324
490.0,0.813664615
490.5,0.808074552
491.0,0.802484488
491.5,0.796894425
492.0,0.791304362
492.5,0.785714298
493.0,0.780124235
493.5,0.774534172
494.0,0.768944108
494.5,0.763354045
495.0,0.757763982
495.5,0.752173918
496.0,0.746583855
496.5,0.740993792
497.0,0.735403728
497.5,0.729813665
498.0,0.724223602
498.5,0.718633538
499.0,0.713043475
499.5,0.707453412
500.0,0.701863348
500.5,0.694720495
501.0,0.687577641
501.5,0.680434787
502.0,0.673291934
502.5,0.66614908
503.0,0.659006226
503.5,0.651863372
504.0,0.644720519
504.5,0.637577665
505.0,0.630434811
505.5,0.623291951
506.0,0.616149092
506.5,0.609006232
507.0,0.601863372
507.5,0.594720513
508.0,0.587577653
508.5,0.580434793
509.0,0.573291934
509.5,0.566149074
510.0,0.559006214
510.5,0.552484474
511.0,0.545962733
511.5,0.539440992
512.0,0.532919252
512.5,0.526397511
513.0,0.519875771
513.5,0.51335403
514.0,0.50683229
514.5,0.500310549
515.0,0.493788809
515.5,0.487267071
516.0,0.480745333
516.5,0.474223596
517.0,0.467701858
517.5,0.461180121
518.0,0.454658383
518.5,0.448136646
519.0,0.441614908
519.5,0.43509317
520.0,0.428571433
520.5,0.425776401
521.0,0.422981369
521.5,0.420186338
522.0,0.417391306
522.5,0.414596274
523.0,0.411801243
523.5,0.409006211
524.0,0.406211179
524.5,0.403416148
525.0,0.400621116
525.5,0.397826084
526.0,0.395031053
526.5,0.392236021
527.0,0.389440989
527.5,0.386645958
528.0,0.383850926
528.5,0.381055894
529.0,0.378260863
529.5,0.375465831
530.0,0.372670799
530.5,0.372670799
531.0,0.372670799
531.5,0.372670799
532.0,0.372670799
532.5,0.372670799
533.0,0.372670799
533.5,0.372670799
534.0,0.372670799
534.5,0.372670799
535.0,0.372670799
535.5,0.372670799
536.0,0.372670799
536.5,0.372670799
537.0,0.372670799
537.5,0.372670799
538.0,0.372670799
538.5,0.372670799
539.0,0.372670799
539.5,0.372670799
540.0,0.372670799
540.5,0.373602477
541.0,0.374534154
541.5,0.375465831
542.0,0.376397508
542.5,0.377329186
543.0,0.378260863
543.5,0.37919254
544.0,0.380124217
544.5,0.381055894
545.0,0.381987572
545.5,0.382919249
546.0,0.383850926
546.5,0.384782603
547.0,0.385714281
547.5,0.386645958
548.0,0.387577635
548.5,0.388509312
549.0,0.389440989
549.5,0.390372667
550.0,0.391304344
550.5,0.393167698
551.0,0.395031053
551.5,0.396894407
552.0,0.398757762
552.5,0.400621116
553.0,0.402484471
553.5,0.404347825
554.0,0.406211179
554.5,0.408074534
555.0,0.409937888
555.5,0.411801243
556.0,0.413664597
556.5,0.415527952
557.0,0.417391306
557.5,0.419254661
558.0,0.421118015
558.5,0.422981369
559.0,0.424844724
559.5,0.426708078
560.0,0.428571433
560.5,0.430745345
561.0,0.432919258
561.5,0.43509317
562.0,0.437267083
562.5,0.439440995
563.0,0.441614908
563.5,0.443788821
564.0,0.445962733
564.5,0.448136646
565.0,0.450310558
565.5,0.452484471
566.0,0.454658383
566.5,0.456832296
567.0,0.459006208
567.5,0.461180121
568.0,0.463354033
568.5,0.465527946
569.0,0.467701858
569.5,0.469875771
570.0,0.472049683
570.5,0.474378878
571.0,0.476708072
571.5,0.479037267
572.0,0.481366462
572.5,0.483695656
573.0,0.486024851
573.5,0.488354045
574.0,0.49068324
574.5,0.493012434
575.0,0.495341629
575.5,0.49767082
576.0,0.500000012
576.5,0.502329203
577.0,0.504658395
577.5,0.506987587
578.0,0.509316778
578.5,0.51164597
579.0,0.513975161
579.5,0.516304353
580.0,0.518633544
580.5,0.520652175
581.0,0.522670805
581.5,0.524689436
582.0,0.526708066
582.5,0.528726697
583.0,0.530745327
583.5,0.532763958
584.0,0.534782588
584.5,0.536801219
585.0,0.538819849
585.5,0.540838486
586.0,0.542857122
586.5,0.544875759
587.0,0.546894395
587.5,0.548913032
588.0,0.550931668
588.5,0.552950305
589.0,0.554968941
589.5,0.556987578
590.0,0.559006214
590.5,0.560869569
591.0,0.562732923
591.5,0.564596277
592.0,0.566459632
592.5,0.568322986
593.0,0.570186341
593.5,0.572049695
594.0,0.57391305
594.5,0.575776404
595.0,0.577639759
595.5,0.579503113
596.0,0.581366467
596.5,0.583229822
597.0,0.585093176
597.5,0.586956531
598.0,0.588819885
598.5,0.59068324
599.0,0.592546594
599.5,0.594409949
600.0,0.596273303
600.5,0.598447216
601.0,0.600621128
601.5,0.602795041
602.0,0.604968953
602.5,0.607142866
603.0,0.609316778
603.5,0.611490691
604.0,0.613664603
604.5,0.615838516
605.0,0.618012428
605.5,0.620186341
606.0,0.622360253
606.5,0.624534166
607.0,0.626708078
607.5,0.628881991
608.0,0.631055903
608.5,0.633229816
609.0,0.635403728
609.5,0.637577641
610.0,0.639751554
610.5,0.641614908
611.0,0.643478262
611.5,0.645341617
612.0,0.647204971
612.5,0.649068326
613.0,0.65093168
613.5,0.652795035
614.0,0.654658389
614.5,0.656521744
615.0,0.658385098
615.5,0.660248452
616.0,0.662111807
616.5,0.663975161
617.0,0.665838516
617.5,0.66770187
618.0,0.669565225
618.5,0.671428579
619.0,0.673291934
619.5,0.675155288
620.0,0.677018642
620.5,0.679192555
621.0,0.681366467
621.5,0.68354038
622.0,0.685714293
622.5,0.687888205
623.0,0.690062118
623.5,0.69223603
624.0,0.694409943
624.5,0.696583855
625.0,0.698757768
625.5,0.70093168
626.0,0.703105593
626.5,0.705279505
627.0,0.707453418
627.5,0.70962733
628.0,0.711801243
628.5,0.713975155
629.0,0.716149068
629.5,0.71832298
630.0,0.720496893
630.5,0.722360247
631.0,0.724223602
631.5,0.726086956
632.0,0.727950311
632.5,0.729813665
633.0,0.73167702
633.5,0.733540374
634.0,0.735403728
634.5,0.737267083
635.0,0.739130437
635.5,0.740993792
636.0,0.742857146
636.5,0.744720501
637.0,0.746583855
637.5,0.74844721
638.0,0.750310564
638.5,0.752173918
639.0,0.754037273
639.5,0.755900627
640.0,0.757763982
640.5,0.759627336
641.0,0.761490691
641.5,0.763354045
642.0,0.7652174
642.5,0.767080754
643.0,0.768944108
643.5,0.770807463
644.0,0.772670817
644.5,0.774534172
645.0,0.776397526
645.5,0.778260881
646.0,0.780124235
646.5,0.78198759
647.0,0.783850944
647.5,0.785714298
648.0,0.787577653
648.5,0.789441007
649.0,0.791304362
649.5,0.793167716
650.0,0.795031071
650.5,0.796583867
651.0,0.798136663
651.5,0.79968946
652.0,0.801242256
652.5,0.802795053
653.0,0.804347849
653.5,0.805900645
654.0,0.807453442
654.5,0.809006238
655.0,0.810559034
655.5,0.812111825
656.0,0.813664615
656.5,0.815217406
657.0,0.816770196
657.5,0.818322986
658.0,0.819875777
658.5,0.821428567
659.0,0.822981358
659.5,0.824534148
660.0,0.826086938
660.5,0.82577638
661.0,0.825465822
661.5,0.825155264
662.0,0.824844706
662.5,0.824534148
663.0,0.82422359
663.5,0.823913032
664.0,0.823602474
664.5,0.823291916
665.0,0.822981358
665.5,0.822670799
666.0,0.822360241
666.5,0.822049683
667.0,0.821739125
667.5,0.821428567
668.0,0.821118009
668.5,0.820807451
669.0,0.820496893
669.5,0.820186335
670.0,0.819875777
670.5,0.816770184
671.0,0.813664591
671.5,0.810558999
672.0,0.807453406
672.5,0.804347813
673.0,0.80124222
673.5,0.798136628
674.0,0.795031035
674.5,0.791925442
675.0,0.788819849
675.5,0.785714263
676.0,0.782608676
676.5,0.779503089
677.0,0.776397502
677.5,0.773291916
678.0,0.770186329
678.5,0.767080742
679.0,0.763975155
679.5,0.760869569
680.0,0.757763982
680.5,0.751552802
681.0,0.745341623
681.5,0.739130443
682.0,0.732919264
682.5,0.726708084
683.0,0.720496905
683.5,0.714285725
684.0,0.708074546
684.5,0.701863366
685.0,0.695652187
685.5,0.689441007
686.0,0.683229828
686.5,0.677018648
687.0,0.670807469
687.5,0.664596289
688.0,0.65838511
688.5,0.65217393
689.0,0.645962751
689.5,0.639751571
690.0,0.633540392
690.5,0.625155294
691.0,0.616770196
691.5,0.608385098
692.0,0.6
692.5,0.591614902
693.0,0.583229804
693.5,0.574844706
694.0,0.566459608
694.5,0.55807451
695.0,0.549689412
695.5,0.541304323
696.0,0.532919234
696.5,0.524534145
697.0,0.516149056
697.5,0.507763967
698.0,0.499378878
698.5,0.490993789
699.0,0.4826087
699.5,0.474223611
700.0,0.465838522
700.5,0.458074546
701.0,0.45031057
701.5,0.442546594
702.0,0.434782618
702.5,0.427018642
703.0,0.419254667
703.5,0.411490691
704.0,0.403726715
704.5,0.395962739
705.0,0.388198763
705.5,0.380434787
706.0,0.372670811
706.5,0.364906836
707.0,0.35714286
707.5,0.349378884
708.0,0.341614908
708.5,0.333850932
709.0,0.326086956
709.5,0.31832298
710.0,0.310559005
710.5,0.30279503
711.0,0.295031056
711.5,0.287267081
712.0,0.279503107
712.5,0.271739133
713.0,0.263975158
713.5,0.256211184
714.0,0.24844721
714.5,0.240683235
715.0,0.232919261
715.5,0.225155285
716.0,0.217391309
716.5,0.209627333
717.0,0.201863357
717.5,0.194099382
718.0,0.186335406
718.5,0.17857143
719.0,0.170807454
719.5,0.163043478
720.0,0.155279502
720.5,0.147515527
721.0,0.139751552
721.5,0.131987577
722.0,0.124223602
722.5,0.116459627
723.0,0.108695652
723.5,0.100931676
724.0,0.093167701
724.5,0.085403726
725.0,0.077639751
725.5,0.069875776
726.0,0.062111801
726.5,0.054347826
727.0,0.046583851
727.5,0.038819876
728.0,0.0310559
728.5,0.023291925
729.0,0.01552795
729.5,0.007763975
